heart_rate,oxygen_level,steps,sleep_hours,activity_level,stress_level
69,97.95,494,5.6,Highly Active,2
49,99.47,1597,6.1,Active,6
80,98.87,1866,6.7,Sedentary,9
53,97.93,1215,9.2,Active,1
60,98.21,8355,6.2,Highly Active,2
69,97.26,6452,5.6,Highly Active,2
40,100.0,9593,6.1,Sedentary,5
85,97.01,7423,5.8,Active,3
79,95.04,4865,5.6,Highly Active,10
59,93.69,1361,7.5,Active,7
67,95.39,9131,8.2,Active,4
92,97.47,10690,6.0,Active,9
57,99.37,214,4.1,Sedentary,7
76,97.8,3370,9.5,Sedentary,7
52,100.0,1135,6.0,Sedentary,4
64,99.65,13212,4.4,Sedentary,6
77,98.22,1053,7.1,Active,10
81,96.03,7084,5.1,Highly Active,8
62,96.91,5639,8.2,Highly Active,9
102,98.06,13248,6.8,Highly Active,3
86,98.68,2339,6.7,Active,1
85,96.76,13114,8.2,Active,8
51,98.8,1752,4.9,Highly Active,1
73,100.0,9594,8.0,Highly Active,5
74,98.58,1485,6.3,Sedentary,9
71,99.23,14595,6.9,Highly Active,5
78,97.31,12787,7.9,Sedentary,7
70,98.27,241,5.8,Highly Active,3
43,92.48,995,4.9,Highly Active,10
81,94.95,4269,7.6,Sedentary,9
57,98.67,312,6.0,Highly Active,3
69,96.02,459,5.8,Active,7
71,94.04,939,6.8,Active,8
47,98.14,2116,6.1,Sedentary,6
83,100.0,344,7.7,Sedentary,9
65,98.95,28790,7.6,Sedentary,2
69,100.0,2240,5.9,Active,7
76,98.78,2702,7.6,Active,3
48,100.0,1994,7.3,Highly Active,3
68,96.07,6456,4.7,Highly Active,1
73,96.79,137,6.1,Highly Active,10
101,98.58,688,6.2,Sedentary,4
61,97.75,728,8.7,Active,5
86,98.29,7646,5.9,Active,10
74,97.94,2798,7.2,Sedentary,10
65,96.13,20966,5.1,Active,3
86,96.21,509,9.5,Active,7
67,96.04,4077,4.1,Sedentary,6
80,98.13,1254,5.6,Active,1
72,96.95,3695,7.0,Sedentary,1
68,100.0,7753,6.7,Highly Active,7
88,98.96,1947,7.3,Active,5
64,100.0,3151,6.6,Highly Active,3
66,100.0,19032,6.4,Sedentary,4
72,98.55,9081,9.5,Highly Active,6
70,96.97,13234,7.4,Sedentary,6
95,95.02,13295,4.1,Active,10
79,96.95,3161,4.7,Sedentary,2
111,98.4,11061,6.5,Highly Active,4
62,95.72,1933,8.6,Sedentary,3
77,96.06,8837,4.6,Highly Active,1
74,96.63,7067,6.5,Sedentary,6
75,98.12,19920,7.8,Highly Active,2
61,98.1,4268,8.0,Active,6
80,97.36,3765,9.5,Highly Active,3
47,97.5,5444,7.4,Sedentary,10
101,98.01,8900,5.2,Sedentary,9
100,100.0,3111,8.0,Sedentary,5
70,97.28,1,2.5,Active,5
90,97.72,4881,5.1,Highly Active,9
70,95.41,3804,5.6,Highly Active,8
75,98.94,5326,3.3,Highly Active,6
64,97.87,8795,9.0,Highly Active,6
87,96.94,2333,8.5,Highly Active,6
66,95.64,4926,7.2,Sedentary,9
86,98.7,2045,8.0,Sedentary,2
52,100.0,3224,8.4,Sedentary,2
75,100.0,6062,4.3,Active,3
57,98.06,8190,7.9,Sedentary,10
75,99.25,89,8.2,Active,5
54,95.37,3172,6.2,Active,7
72,98.27,7222,5.3,Active,7
65,96.8,914,7.0,Active,6
59,95.26,5932,7.1,Highly Active,4
63,94.58,7942,6.8,Active,5
97,97.4,1199,5.4,Active,2
101,99.99,17025,8.6,Highly Active,4
59,97.69,9916,5.6,Active,5
81,97.59,5344,7.3,Active,5
61,97.89,1271,7.7,Sedentary,7
64,96.09,14046,3.9,Sedentary,1
44,97.12,498,7.0,Sedentary,9
106,100.0,857,8.4,Highly Active,2
91,100.0,8385,6.5,Sedentary,1
65,100.0,2050,7.8,Highly Active,7
79,99.54,4304,5.5,Sedentary,8
69,100.0,5419,8.1,Sedentary,6
89,95.82,4290,4.8,Highly Active,2
69,100.0,613,6.5,Active,4
72,93.89,9362,8.4,Sedentary,8
84,91.06,9390,4.6,Active,4
108,99.5,14032,6.2,Highly Active,4
70,95.67,5381,5.6,Sedentary,1
70,95.88,8578,8.3,Active,2
74,100.0,263,6.4,Sedentary,10
78,97.51,262,6.7,Sedentary,3
70,99.28,1537,7.2,Sedentary,10
76,96.1,1413,6.9,Highly Active,5
48,99.79,7054,5.0,Active,3
66,98.34,2269,5.8,Sedentary,3
44,98.43,13084,5.8,Active,3
67,96.81,5756,7.2,Sedentary,10
60,97.67,3325,5.3,Highly Active,8
84,96.8,15650,5.8,Active,10
63,99.52,12337,7.0,Active,9
69,98.06,12005,8.6,Sedentary,10
42,99.25,9123,7.2,Active,1
67,97.87,3845,8.7,Highly Active,5
86,98.71,7291,5.2,Sedentary,3
86,99.16,1329,5.6,Active,9
82,97.31,19540,6.8,Sedentary,7
57,99.14,722,5.4,Highly Active,8
78,94.92,159,5.6,Active,7
75,95.02,799,6.0,Highly Active,3
64,95.8,3259,7.5,Active,4
105,98.94,456,9.1,Active,8
65,100.0,3966,4.6,Highly Active,9
57,95.46,6482,7.4,Highly Active,7
61,98.13,6932,4.2,Sedentary,9
74,99.97,5122,7.2,Sedentary,2
76,99.03,19477,4.7,Active,1
79,96.64,5302,4.5,Highly Active,4
88,99.37,13725,10.3,Active,4
49,96.97,34759,9.7,Sedentary,10
89,97.72,1827,5.4,Active,10
61,96.22,2160,9.4,Sedentary,9
81,100.0,5165,6.4,Highly Active,1
100,98.59,1409,4.4,Sedentary,4
63,97.42,5813,7.5,Active,2
62,98.66,8073,7.9,Active,4
59,98.18,436,7.6,Active,7
69,98.62,8007,4.0,Active,2
93,99.54,1216,4.8,Active,6
58,98.63,2490,7.9,Highly Active,2
67,96.36,9398,4.8,Sedentary,3
89,94.52,1250,8.0,Highly Active,5
67,96.88,6227,4.0,Highly Active,4
71,100.0,1257,4.5,Highly Active,9
88,95.06,2249,7.2,Active,6
98,96.15,6528,7.3,Active,2
100,97.75,4329,8.8,Active,9
64,99.9,13503,6.2,Highly Active,9
102,100.0,1015,9.2,Sedentary,5
63,97.9,513,5.2,Active,7
50,99.51,7692,6.1,Active,6
76,94.32,10307,7.2,Sedentary,5
97,97.34,4176,5.2,Sedentary,7
73,98.14,6358,6.5,Active,2
79,100.0,5612,8.2,Sedentary,4
82,96.12,4716,5.9,Highly Active,7
77,99.79,11953,5.5,Active,7
70,97.03,1334,9.4,Highly Active,5
63,98.99,8003,7.8,Sedentary,1
76,96.27,9466,8.1,Active,6
73,98.29,16210,7.8,Sedentary,1
75,99.75,20316,5.5,Active,6
90,99.55,4963,5.1,Sedentary,3
71,99.64,4907,5.6,Highly Active,2
77,99.29,9233,8.3,Sedentary,2
114,97.4,121,6.5,Active,10
58,98.38,1339,7.9,Active,10
91,99.77,16676,7.7,Highly Active,6
70,100.0,1522,8.9,Sedentary,7
74,99.11,1816,7.7,Highly Active,4
103,98.8,2440,4.6,Active,4
78,100.0,2402,9.4,Highly Active,5
84,96.7,18012,8.1,Highly Active,1
52,95.38,3291,7.1,Active,7
65,99.01,4768,6.8,Sedentary,10
81,98.12,5753,3.8,Sedentary,8
72,98.17,14190,7.1,Highly Active,9
81,97.6,565,5.7,Active,4
106,96.9,2116,4.0,Sedentary,10
68,98.58,3992,6.9,Highly Active,10
65,99.43,2283,7.1,Highly Active,7
63,97.29,3689,4.7,Sedentary,1
68,100.0,23720,4.5,Sedentary,4
69,98.08,149,6.0,Highly Active,5
76,99.53,1113,7.4,Highly Active,10
82,97.15,132,5.3,Sedentary,3
81,98.3,6299,5.8,Highly Active,2
76,98.7,91,6.8,Active,8
78,97.79,4236,5.3,Sedentary,3
113,95.67,13723,3.5,Sedentary,10
64,100.0,716,7.0,Sedentary,8
74,97.73,3181,3.9,Highly Active,6
69,97.05,3149,6.2,Highly Active,9
61,100.0,9100,6.2,Active,8
64,100.0,31,4.8,Sedentary,7
57,98.55,10598,6.0,Active,4
76,100.0,3953,10.8,Highly Active,8
85,98.23,15272,5.3,Highly Active,9
63,100.0,3358,8.1,Sedentary,1
44,96.41,8306,5.7,Active,10
76,95.87,3447,6.9,Active,6
82,98.03,270,6.5,Sedentary,1
85,99.48,610,6.3,Active,3
59,100.0,4084,6.2,Active,10
58,96.35,1368,8.6,Sedentary,10
63,100.0,15815,4.8,Active,7
63,97.62,17627,3.8,Sedentary,9
71,99.16,4337,6.7,Sedentary,5
76,100.0,4892,6.1,Active,1
62,98.19,10300,8.8,Active,4
72,98.15,925,8.6,Highly Active,4
61,99.51,2789,5.8,Highly Active,9
48,99.87,1310,8.8,Active,10
83,95.65,14750,7.1,Sedentary,1
65,100.0,512,5.4,Highly Active,3
49,97.76,9640,6.3,Highly Active,6
71,95.74,8777,5.4,Active,3
81,97.35,15444,5.5,Sedentary,6
81,100.0,2905,7.2,Active,4
88,98.92,7353,6.1,Highly Active,2
47,93.06,42013,6.2,Sedentary,5
69,96.56,9153,6.2,Sedentary,3
68,98.87,11115,7.9,Sedentary,4
63,97.14,6957,5.3,Sedentary,2
93,99.31,3214,6.8,Highly Active,2
79,99.6,7442,4.2,Sedentary,6
53,100.0,963,5.7,Active,2
56,94.39,4697,4.5,Active,1
107,97.26,5958,8.9,Highly Active,9
67,96.46,16607,6.7,Sedentary,1
63,96.87,17656,5.9,Sedentary,4
48,98.49,6995,4.5,Active,7
95,99.31,11141,7.8,Active,1
63,96.46,5382,7.0,Highly Active,4
82,97.36,704,4.3,Active,6
67,98.25,1854,4.3,Active,9
51,98.14,2635,9.3,Highly Active,7
77,96.86,7610,8.5,Highly Active,2
89,96.77,475,6.9,Sedentary,9
40,97.61,5584,6.7,Active,9
57,95.04,807,6.2,Sedentary,3
80,97.63,3880,7.8,Active,2
81,98.15,4208,6.2,Sedentary,3
82,94.79,593,5.9,Active,9
91,100.0,7174,5.8,Highly Active,1
69,98.57,20123,6.6,Highly Active,9
74,96.65,6788,7.7,Highly Active,9
96,100.0,15073,5.6,Active,4
79,96.71,25081,6.7,Highly Active,8
57,96.48,10505,8.6,Highly Active,3
72,98.81,15272,8.7,Sedentary,6
54,98.91,4733,7.2,Active,7
76,100.0,2967,6.9,Active,2
69,97.59,57035,6.6,Sedentary,5
62,95.0,720,8.5,Active,4
48,97.45,22224,7.9,Highly Active,4
63,97.04,3946,8.1,Active,1
72,92.58,158,9.0,Active,5
69,97.45,11372,7.2,Sedentary,7
53,99.92,4112,5.9,Highly Active,8
75,99.5,11220,7.0,Active,8
60,97.35,321,6.6,Active,7
88,97.15,25587,6.2,Sedentary,9
91,96.96,7783,5.9,Sedentary,4
71,96.92,344,7.3,Active,4
98,99.61,33,7.5,Active,7
72,100.0,6310,5.5,Highly Active,2
55,99.51,26255,7.0,Active,9
92,96.55,5196,8.9,Highly Active,5
99,96.37,3058,5.4,Active,5
89,100.0,19570,8.6,Highly Active,6
56,96.53,10743,7.0,Sedentary,1
69,98.18,8859,3.8,Active,5
112,95.32,14,7.5,Highly Active,7
57,95.64,2635,6.2,Highly Active,4
87,96.78,18148,3.9,Sedentary,3
73,99.79,3214,5.8,Sedentary,8
89,97.43,2851,9.1,Sedentary,9
56,99.39,5393,7.4,Sedentary,2
71,98.36,4157,6.7,Highly Active,2
61,95.24,13703,7.3,Highly Active,6
62,100.0,597,8.0,Highly Active,6
58,96.83,8363,6.1,Highly Active,1
60,96.75,2447,6.7,Active,2
63,96.26,6895,6.2,Active,5
74,97.44,1313,6.9,Highly Active,10
75,99.27,1205,4.7,Active,2
74,98.88,9722,5.9,Active,6
96,95.56,5296,6.3,Active,9
73,98.61,104,10.2,Active,6
58,100.0,36119,8.5,Sedentary,10
68,94.91,12395,6.2,Sedentary,7
61,98.76,4105,7.6,Active,2
46,97.42,8296,7.7,Highly Active,2
74,96.87,5361,5.3,Active,4
106,96.48,7922,6.8,Active,9
77,98.35,7923,6.8,Active,9
85,95.99,1177,4.9,Active,3
89,91.51,2791,5.6,Sedentary,8
70,97.13,125,3.2,Highly Active,1
71,96.38,28225,5.9,Sedentary,6
54,97.1,11496,8.2,Highly Active,9
77,96.39,18497,9.5,Active,4
75,98.99,316,8.7,Active,8
62,99.14,4857,5.9,Active,1
92,95.39,9633,6.5,Highly Active,2
63,100.0,766,6.4,Sedentary,8
117,99.31,10507,6.2,Highly Active,9
81,97.06,7299,8.0,Active,5
74,97.72,29377,5.7,Sedentary,6
104,99.87,1063,8.7,Sedentary,3
40,97.08,6946,6.7,Active,8
70,99.46,20580,4.8,Highly Active,4
68,98.58,9529,6.4,Sedentary,6
71,96.77,23224,7.6,Highly Active,6
96,98.28,522,6.0,Highly Active,6
81,99.65,25869,5.7,Active,6
82,99.47,2532,9.1,Highly Active,2
55,97.54,5657,4.8,Highly Active,7
78,100.0,17060,5.6,Sedentary,2
58,100.0,13271,4.1,Highly Active,6
88,95.64,1906,5.7,Highly Active,2
44,97.4,4401,5.3,Sedentary,5
112,97.65,13109,5.5,Sedentary,10
62,96.43,9130,7.8,Sedentary,8
84,96.41,4020,4.8,Highly Active,4
84,99.91,5040,9.3,Sedentary,3
101,99.13,2257,6.5,Active,10
55,96.34,709,5.3,Highly Active,7
70,99.4,132,6.0,Sedentary,4
86,100.0,2192,4.9,Highly Active,3
55,95.61,8810,5.7,Sedentary,6
74,97.81,4905,3.8,Sedentary,1
65,100.0,6754,4.2,Active,9
87,96.21,5759,7.4,Highly Active,5
81,95.84,32,3.9,Active,5
92,97.0,12903,4.6,Highly Active,3
68,98.37,430,7.7,Sedentary,8
73,98.23,3697,7.6,Sedentary,6
80,96.22,824,6.6,Active,10
70,96.53,7599,4.7,Sedentary,4
79,97.81,2757,4.7,Highly Active,10
94,96.51,517,4.5,Sedentary,2
107,95.89,325,6.3,Active,4
67,99.06,1895,7.5,Highly Active,1
107,96.84,7703,5.9,Active,1
67,97.0,8866,7.8,Active,8
88,97.31,962,8.9,Active,4
67,98.58,1049,7.1,Sedentary,9
59,98.11,6296,4.6,Highly Active,6
93,96.88,22069,6.6,Sedentary,10
94,97.58,8707,5.6,Sedentary,9
86,100.0,5997,5.5,Active,10
81,97.96,775,8.2,Sedentary,1
88,99.89,9986,5.6,Active,3
68,97.83,27161,5.9,Active,10
97,99.56,1318,5.8,Active,10
75,96.49,5846,6.7,Sedentary,4
67,96.45,11095,8.0,Highly Active,9
65,98.12,20897,4.6,Highly Active,10
87,100.0,8282,7.8,Highly Active,4
71,96.56,2865,5.8,Sedentary,4
80,96.95,4773,4.6,Sedentary,10
92,99.19,10856,6.6,Active,2
77,97.0,541,6.9,Sedentary,2
96,94.83,6659,5.4,Active,4
73,100.0,10768,4.4,Sedentary,2
69,99.62,1784,4.5,Active,4
78,95.79,4122,6.4,Sedentary,10
63,99.68,8576,5.2,Highly Active,3
83,99.77,5672,9.6,Active,4
79,98.06,563,7.1,Highly Active,7
82,100.0,9383,4.1,Highly Active,7
54,97.78,12772,5.4,Active,3
45,100.0,1613,7.6,Active,9
58,97.76,489,6.9,Active,10
82,97.33,10957,4.1,Highly Active,2
85,98.66,7160,5.3,Active,2
91,95.6,11390,7.5,Sedentary,3
68,98.48,5853,7.1,Sedentary,6
78,96.36,3917,7.4,Sedentary,6
64,99.94,23093,6.1,Highly Active,7
95,99.78,10598,5.2,Sedentary,7
64,96.48,3716,4.6,Active,1
92,97.11,16665,7.9,Highly Active,7
71,99.94,35251,9.4,Highly Active,1
98,100.0,2580,6.9,Highly Active,3
63,99.51,1689,6.5,Sedentary,4
107,99.52,1228,6.4,Highly Active,4
82,96.18,5789,6.6,Active,4
65,96.43,16317,7.7,Sedentary,10
85,97.58,1208,8.4,Active,3
73,100.0,6044,6.9,Active,8
75,97.02,5663,3.3,Active,6
88,98.27,4294,7.2,Sedentary,9
75,100.0,5042,8.6,Sedentary,5
62,96.97,16355,4.3,Sedentary,9
63,97.55,6028,4.3,Sedentary,6
77,99.81,1189,8.4,Sedentary,7
85,97.91,22309,7.2,Active,7
63,98.44,6823,5.7,Active,5
77,100.0,396,8.7,Highly Active,6
77,96.35,15899,7.7,Highly Active,4
55,100.0,8278,9.5,Active,1
48,99.83,817,8.0,Active,6
95,98.24,8735,4.3,Sedentary,5
93,95.62,558,9.3,Highly Active,3
56,100.0,2755,5.9,Highly Active,8
70,95.9,164,4.8,Sedentary,5
96,92.82,1217,5.7,Sedentary,4
61,98.01,12610,6.8,Active,4
69,96.04,1385,6.5,Highly Active,8
70,98.12,12133,5.5,Highly Active,6
86,99.18,4585,8.2,Active,10
41,99.26,22173,4.0,Sedentary,5
77,98.75,1050,7.4,Sedentary,1
64,100.0,385,6.8,Active,2
66,100.0,13054,6.5,Active,7
86,96.09,3146,7.4,Active,2
77,99.14,5019,5.3,Highly Active,3
82,95.79,12207,6.1,Active,7
83,96.9,553,5.7,Active,3
85,94.75,5607,6.1,Sedentary,9
83,96.9,3942,7.6,Sedentary,9
85,99.29,2912,6.7,Active,7
61,100.0,2995,6.5,Highly Active,5
95,100.0,18649,6.8,Highly Active,2
80,98.82,4244,7.9,Highly Active,5
64,100.0,4752,7.3,Sedentary,2
49,100.0,8907,6.5,Highly Active,9
73,97.75,6796,8.5,Active,9
95,99.39,3562,7.5,Sedentary,8
73,98.78,4390,9.0,Sedentary,6
54,98.88,1764,7.5,Sedentary,8
55,99.47,11885,6.4,Sedentary,3
86,99.75,10151,5.7,Active,3
85,97.32,6912,5.7,Active,10
65,98.88,5166,6.9,Highly Active,9
57,97.17,1637,8.0,Highly Active,1
89,99.92,14193,8.0,Highly Active,5
56,98.41,716,4.4,Highly Active,3
68,99.94,3382,7.9,Sedentary,5
44,95.42,6337,5.6,Highly Active,6
89,98.64,4041,7.0,Active,8
110,95.49,10970,7.7,Sedentary,1
76,100.0,31904,4.7,Highly Active,8
74,100.0,1465,6.8,Sedentary,5
75,98.92,364,4.1,Highly Active,8
78,97.37,4352,7.7,Sedentary,2
64,97.3,2372,4.8,Sedentary,5
58,99.79,7692,6.8,Active,5
77,96.28,4838,5.6,Sedentary,7
60,98.84,3069,3.5,Sedentary,1
54,100.0,1656,4.4,Sedentary,7
54,97.26,3425,5.1,Active,3
85,97.55,8016,6.0,Active,3
40,97.25,2878,5.3,Highly Active,5
96,95.58,3874,4.7,Sedentary,3
71,98.22,32867,5.8,Highly Active,4
77,94.88,670,6.1,Highly Active,8
73,99.56,2443,6.5,Highly Active,6
91,100.0,25684,6.6,Highly Active,7
84,98.22,1546,8.3,Highly Active,9
46,95.69,90,7.6,Highly Active,3
67,95.7,7133,6.2,Sedentary,6
67,100.0,9813,8.7,Sedentary,9
80,99.19,13796,6.7,Active,9
81,100.0,605,5.0,Sedentary,9
84,98.5,4006,6.0,Sedentary,8
80,98.15,20113,6.6,Sedentary,5
90,95.57,1069,4.7,Active,4
40,100.0,8226,9.3,Sedentary,6
75,98.61,486,5.0,Active,3
79,96.95,3616,4.7,Sedentary,3
52,99.04,12903,6.4,Sedentary,1
78,97.01,4326,7.2,Active,10
88,97.61,239,5.2,Active,3
84,100.0,632,5.8,Active,4
90,95.75,3673,10.2,Active,4
95,99.55,8351,7.0,Highly Active,10
92,96.59,7559,4.9,Highly Active,10
95,100.0,8884,5.4,Active,7
67,96.17,3389,7.2,Highly Active,7
69,96.21,2158,5.3,Active,10
40,99.54,410,6.4,Active,5
59,98.0,19880,9.5,Highly Active,6
93,99.63,881,7.5,Highly Active,1
65,100.0,1374,7.4,Sedentary,6
80,98.38,177,9.5,Sedentary,1
78,100.0,2671,5.4,Highly Active,10
93,94.11,11959,6.5,Sedentary,9
80,100.0,23577,6.1,Sedentary,2
62,93.65,15614,5.8,Sedentary,6
89,96.54,1389,5.5,Highly Active,8
54,95.37,3115,6.1,Active,4
90,98.43,9736,5.5,Highly Active,5
42,98.51,26609,7.0,Highly Active,5
72,99.61,2034,8.0,Active,2
78,100.0,998,7.6,Active,7
46,98.73,4785,7.2,Active,10
90,95.34,1501,5.8,Highly Active,5
86,96.89,1808,6.6,Highly Active,1
103,99.37,7044,6.3,Sedentary,3
63,96.71,900,4.5,Highly Active,10
58,100.0,1168,6.7,Sedentary,6
68,99.18,137,7.0,Highly Active,1
107,100.0,1736,8.7,Active,8
75,98.76,15282,5.0,Active,9
76,96.57,11026,4.7,Highly Active,6
95,100.0,3750,8.0,Highly Active,5
57,99.37,9482,4.2,Active,6
83,99.07,3658,8.7,Active,5
82,99.81,10995,8.3,Sedentary,2
89,97.48,1406,7.4,Active,8
87,99.14,1158,4.2,Highly Active,2
74,97.79,568,6.3,Active,4
66,95.31,1107,6.9,Highly Active,5
87,93.97,11219,7.3,Active,7
56,96.52,5083,8.1,Active,4
55,97.0,9880,7.3,Active,10
51,96.46,7912,7.3,Highly Active,9
63,94.95,1602,6.2,Highly Active,9
89,100.0,561,7.1,Sedentary,10
94,100.0,16994,3.3,Sedentary,7
43,94.41,6810,7.1,Active,10
56,98.77,8583,9.0,Sedentary,2
61,99.62,1936,7.5,Sedentary,5
69,99.56,568,8.3,Sedentary,7
82,96.16,11265,6.2,Sedentary,2
46,96.59,7439,8.0,Active,9
95,99.39,5896,6.6,Sedentary,10
96,97.56,6038,8.5,Active,3
99,99.38,6421,5.5,Sedentary,9
80,98.02,10732,5.5,Highly Active,3
65,97.87,1788,3.0,Sedentary,7
77,98.24,8010,5.1,Active,9
112,97.93,5632,5.8,Highly Active,5
67,94.88,4784,6.4,Highly Active,2
102,96.1,5450,7.2,Highly Active,4
40,100.0,2224,7.8,Highly Active,3
83,98.95,264,4.5,Active,1
84,100.0,9965,6.7,Highly Active,4
80,96.23,17353,5.0,Active,1
81,97.99,4588,4.5,Highly Active,1
82,97.61,12737,7.0,Sedentary,4
83,95.91,5672,6.7,Active,7
70,94.64,18645,7.2,Highly Active,5
70,96.02,4971,7.4,Highly Active,8
54,100.0,1605,5.8,Active,7
85,97.04,14288,8.1,Active,7
94,97.37,11276,5.1,Highly Active,2
101,97.98,3553,4.9,Highly Active,4
62,98.33,12912,7.1,Active,7
49,97.4,64,6.8,Active,3
80,97.22,11257,5.3,Highly Active,3
57,98.8,8154,5.3,Highly Active,2
83,100.0,3343,7.1,Active,7
41,96.77,10978,6.9,Active,3
91,94.94,948,4.9,Active,2
77,96.75,1591,5.5,Highly Active,6
46,97.8,5339,5.1,Active,6
79,94.32,14902,3.3,Highly Active,3
82,99.15,5815,6.9,Highly Active,9
40,97.41,9520,6.0,Active,2
67,99.35,6921,5.0,Active,3
73,97.94,19802,5.2,Active,2
70,98.31,4606,5.2,Sedentary,8
69,97.79,14856,5.7,Active,6
90,98.18,6765,4.2,Highly Active,5
49,100.0,9362,5.9,Sedentary,10
70,99.15,4376,5.6,Active,2
73,98.33,809,7.3,Highly Active,6
60,100.0,8027,5.9,Highly Active,5
89,94.39,5867,4.9,Sedentary,1
108,95.96,9594,4.6,Sedentary,3
84,97.8,10808,6.4,Highly Active,9
86,96.41,4989,6.7,Sedentary,8
74,100.0,2643,6.3,Active,10
83,97.91,3757,7.5,Highly Active,4
64,100.0,1933,4.9,Sedentary,5
117,97.49,3154,5.4,Sedentary,9
85,97.76,13232,7.0,Highly Active,4
40,97.26,164,5.2,Highly Active,3
90,94.52,10646,5.3,Sedentary,10
59,100.0,3624,7.1,Active,9
66,99.44,11243,5.4,Highly Active,9
113,97.97,5627,7.9,Sedentary,7
99,97.07,5238,6.2,Highly Active,2
104,95.54,8465,6.2,Highly Active,9
65,96.91,11491,6.9,Active,5
78,98.63,4194,6.9,Active,9
88,98.93,2708,5.1,Highly Active,7
69,96.18,13079,2.4,Active,9
103,96.26,5149,4.4,Sedentary,3
82,97.85,10710,5.8,Active,9
63,99.35,7228,9.7,Sedentary,6
68,95.19,2283,5.6,Sedentary,7
78,99.15,14046,5.5,Active,4
90,96.76,2112,6.8,Active,8
91,98.64,538,6.9,Sedentary,8
71,99.18,573,6.1,Sedentary,4
84,94.19,13880,3.5,Highly Active,8
105,100.0,1836,6.8,Sedentary,2
90,97.91,805,6.4,Highly Active,1
84,98.92,3043,4.1,Highly Active,9
94,98.87,8751,7.4,Highly Active,8
100,98.33,2905,7.6,Highly Active,8
97,96.96,2590,7.3,Sedentary,7
73,98.18,4687,5.9,Highly Active,4
88,98.01,150,6.8,Active,7
70,98.57,4728,5.2,Highly Active,6
74,100.0,32250,4.4,Sedentary,4
82,97.39,11243,6.4,Active,4
53,96.16,512,4.2,Sedentary,5
80,98.09,7446,6.3,Sedentary,5
64,96.53,4328,6.4,Highly Active,10
57,95.78,12251,5.3,Highly Active,9
86,96.52,726,9.4,Highly Active,10
78,95.43,10963,6.8,Sedentary,4
71,100.0,13243,6.2,Active,8
65,100.0,5275,7.9,Highly Active,10
76,97.93,139,6.0,Highly Active,9
54,95.83,15691,4.6,Highly Active,5
73,94.25,3378,7.1,Highly Active,6
57,99.3,11958,5.2,Highly Active,1
96,97.76,3790,5.7,Sedentary,6
106,99.88,1475,5.8,Active,8
63,97.14,11322,6.0,Sedentary,2
79,97.42,4284,5.9,Highly Active,1
55,99.08,6552,6.7,Sedentary,4
53,95.32,12126,5.5,Active,3
77,98.4,5173,7.2,Active,2
66,97.54,23223,4.6,Active,6
58,100.0,2363,4.8,Sedentary,8
63,99.38,36109,5.9,Highly Active,10
88,94.83,42,8.0,Sedentary,9
84,96.61,8544,5.8,Active,10
69,97.77,16574,6.4,Sedentary,6
58,96.02,10610,4.7,Active,8
94,95.89,2066,3.9,Sedentary,9
99,97.66,1952,5.0,Sedentary,7
67,98.16,3087,4.9,Sedentary,7
83,94.83,19842,9.4,Active,10
106,98.64,7193,4.7,Active,5
89,97.21,5336,9.1,Active,7
108,96.81,4899,5.4,Active,9
69,99.67,6286,9.0,Sedentary,10
55,92.89,8680,7.2,Highly Active,7
97,99.05,11093,5.0,Highly Active,9
77,100.0,8389,9.0,Highly Active,1
61,93.82,8546,8.9,Highly Active,10
103,94.09,21217,4.9,Highly Active,10
58,95.59,12158,3.6,Highly Active,8
84,100.0,310,5.9,Active,2
55,97.46,7737,5.9,Highly Active,9
90,100.0,4249,5.9,Active,2
78,97.41,8115,4.5,Highly Active,6
79,100.0,8778,6.2,Active,5
78,92.89,14251,7.6,Highly Active,4
55,98.22,16855,4.5,Highly Active,2
72,99.09,6535,5.2,Sedentary,6
95,100.0,15721,8.2,Sedentary,2
71,99.79,10126,8.5,Sedentary,5
68,100.0,252,7.8,Highly Active,1
56,100.0,70,8.8,Sedentary,7
42,99.3,6184,5.9,Highly Active,2
72,95.98,5161,7.7,Active,3
76,98.3,8344,5.9,Sedentary,1
85,99.64,12953,4.5,Active,8
82,97.44,1258,6.5,Highly Active,10
84,99.4,13587,6.1,Highly Active,3
74,97.86,723,5.1,Highly Active,3
62,98.3,13303,6.2,Highly Active,5
70,95.26,8357,6.9,Active,6
69,96.57,686,8.1,Sedentary,8
73,99.16,10538,6.4,Highly Active,6
81,95.73,1720,5.7,Sedentary,7
92,100.0,4070,8.5,Sedentary,1
77,95.95,5298,6.4,Active,10
68,97.7,4678,6.8,Highly Active,6
83,99.04,8301,3.8,Sedentary,8
70,99.46,11775,5.8,Active,7
67,97.6,8739,5.7,Active,10
61,97.67,2492,5.3,Highly Active,6
92,97.62,15729,7.1,Sedentary,5
73,94.08,5598,8.1,Active,5
73,99.67,4383,9.0,Highly Active,5
85,98.08,5990,5.8,Active,5
54,97.32,4621,6.1,Highly Active,6
75,97.74,9849,5.5,Highly Active,5
97,97.11,3821,7.3,Active,5
74,93.92,10495,3.7,Active,1
77,97.99,2269,6.9,Highly Active,1
90,96.38,706,5.6,Active,3
78,98.1,13325,5.9,Highly Active,1
112,99.7,1295,8.0,Sedentary,6
78,96.81,222,6.4,Highly Active,6
68,95.12,3603,8.3,Highly Active,6
97,98.1,2053,9.0,Sedentary,7
66,100.0,1324,6.1,Active,1
